sa2_code,sa2_name_x,state_x,total_persons_2011,total_renters_2011,total_dwellings_2011,own_occ_2011,rented_2011,other_tenure_2011,tenure not stated_2011,tenure n_a_2011,rent_stress_2011,young_2011,older_2011,unemployed_2011,single_parent_2011,low_ed_2011,assist_2011,indig_2011,english_2011,spanish_2011,arabic_2011,hindi_2011,punjabi_2011,vietnamese_2011,japanese_2011,korean_2011,mandarin_2011,samoan_2011,tagalog_2011,all_other_lang_2011,public_community_2011,boardinghouse_2011,residential_park_2011,rvi_2011,hcv_2011,11_m_rent_common,total_persons_2016,total_renters_2016,total_dwellings_2016,own_occ_2016,rented_2016,other_tenure_2016,tenure not stated_2016,tenure n_a_2016,rent_stress_2016,young_2016,older_2016,unemployed_2016,single_parent_2016,low_ed_2016,assist_2016,indig_2016,english_2016,spanish_2016,arabic_2016,hindi_2016,punjabi_2016,vietnamese_2016,japanese_2016,korean_2016,mandarin_2016,samoan_2016,tagalog_2016,all_other_lang_2016,public_community_2016,boardinghouse_2016,residential_park_2016,rvi_2016,hcv_2016,16_m_rent_common,total_persons_2021,total_renters_2021,total_dwellings_2021,own_occ_2021,rented_2021,other_tenure_2021,tenure not stated_2021,tenure n_a_2021,rent_stress_2021,young_2021,older_2021,unemployed_2021,single_parent_2021,low_ed_2021,assist_2021,indig_2021,english_2021,spanish_2021,arabic_2021,hindi_2021,punjabi_2021,vietnamese_2021,japanese_2021,korean_2021,mandarin_2021,samoan_2021,tagalog_2021,all_other_lang_2021,public_community_2021,boardinghouse_2021,residential_park_2021,rvi_2021,hcv_2021,21_m_rent_common
204031070,Chiltern - Indigo Valley,vic,2762.0,353.0,1252.0,902.0,156.0,6.0,50.0,123.0,17.0,19.0,24.0,11.0,21.0,63.0,22.0,3.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,26.0,0.858156028,PC_OLD,219.08,3005.0,349.0,1319.0,973.0,143.0,7.0,94.0,97.0,24.0,49.0,26.0,10.0,20.0,56.0,22.0,10.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,20.0,0.817371938,PC_INDGSTAT,251.17,3145.0,275.0,1454.0,1074.0,135.0,4.0,107.0,113.0,36.0,35.0,25.0,16.0,17.0,51.0,25.0,5.0,264.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,26.0,0.906432749,PC_UNEMP,262.0
204031071,Myrtleford,vic,4501.0,805.0,2127.0,1335.0,381.0,9.0,73.0,294.0,69.0,65.0,107.0,43.0,74.0,139.0,58.0,29.0,737.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,57.0,0.0,11.0,0.957446809,PC_OLD,187.0,4473.0,816.0,2268.0,1366.0,365.0,11.0,160.0,320.0,94.0,67.0,82.0,49.0,67.0,97.0,59.0,22.0,729.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,73.0,41.0,0.0,18.0,0.795100223,PC_DISABILITY,212.0,4681.0,840.0,2283.0,1468.0,391.0,9.0,127.0,239.0,113.0,83.0,69.0,23.0,60.0,82.0,52.0,30.0,745.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,68.0,43.0,0.0,8.0,0.769980507,PC_UNEMP,262.0
204031072,Towong,vic,5623.0,862.0,3019.0,1758.0,395.0,15.0,107.0,648.0,63.0,57.0,76.0,29.0,61.0,131.0,52.0,22.0,825.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,34.0,30.0,0.0,15.0,0.789598109,PC_OLD,154.0,5705.0,835.0,3098.0,1796.0,385.0,18.0,218.0,606.0,88.0,87.0,67.0,38.0,70.0,125.0,58.0,37.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,28.0,0.846325167,PC_INDGSTAT,175.87,5991.0,821.0,3115.0,1944.0,366.0,7.0,223.0,495.0,93.0,98.0,58.0,30.0,48.0,83.0,54.0,34.0,746.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,12.0,46.0,26.0,0.0,20.0,0.81871345,PC_INDGSTAT,212.0
204031073,West Wodonga,vic,14330.0,5101.0,5912.0,3274.0,1986.0,20.0,194.0,398.0,351.0,718.0,249.0,259.0,448.0,522.0,253.0,196.0,4873.0,6.0,6.0,0.0,10.0,3.0,3.0,5.0,3.0,0.0,0.0,192.0,465.0,0.0,49.0,0.635933806,PC_OLD,240.35,14689.0,5024.0,6155.0,3328.0,1948.0,17.0,342.0,466.0,405.0,604.0,324.0,213.0,462.0,547.0,333.0,263.0,4733.0,8.0,3.0,5.0,31.0,4.0,3.0,3.0,9.0,0.0,12.0,213.0,408.0,0.0,45.0,0.799554566,PC_INDGSTAT,270.99,15165.0,4673.0,6485.0,3760.0,1886.0,6.0,435.0,343.0,498.0,357.0,506.0,165.0,485.0,530.0,430.0,378.0,4310.0,9.0,3.0,3.0,31.0,44.0,0.0,4.0,15.0,0.0,24.0,230.0,386.0,0.0,43.0,0.900584795,PC_UNEMP,287.0
204031074,Wodonga,vic,21030.0,6276.0,8832.0,4955.0,2653.0,24.0,395.0,720.0,555.0,951.0,386.0,339.0,605.0,853.0,378.0,292.0,5814.0,9.0,18.0,6.0,14.0,7.0,0.0,6.0,6.0,3.0,10.0,383.0,596.0,0.0,21.0,0.773049645,PC_OLD,223.2,24268.0,7636.0,10363.0,5450.0,3124.0,30.0,765.0,918.0,673.0,1000.0,517.0,386.0,680.0,798.0,470.0,345.0,6825.0,17.0,18.0,16.0,51.0,5.0,8.0,7.0,24.0,0.0,52.0,613.0,524.0,0.0,32.0,0.679287305,PC_INDGSTAT,272.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204031075,Yackandandah,vic,4295.0,460.0,1731.0,1248.0,198.0,6.0,50.0,186.0,19.0,19.0,23.0,11.0,39.0,53.0,17.0,6.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,5.0,0.63356974,PC_OLD,196.9,4351.0,580.0,1822.0,1294.0,237.0,12.0,77.0,175.0,32.0,15.0,48.0,24.0,35.0,54.0,18.0,34.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,12.0,0.750556793,PC_SOCIAL,247.71,5090.0,584.0,2082.0,1500.0,230.0,7.0,137.0,150.0,60.0,54.0,31.0,17.0,31.0,40.0,24.0,30.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,0.0,13.0,0.762183236,PC_UNEMP,287.0
204031491,Baranduda - Leneva,vic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12703.0,2705.0,4345.0,3033.0,899.0,9.0,116.0,195.0,177.0,70.0,291.0,78.0,184.0,152.0,140.0,155.0,2406.0,8.0,3.0,8.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,255.0,44.0,0.0,14.0,0.460038986,PC_UNEMP,387.0
204031492,Wodonga,vic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15017.0,5766.0,7379.0,3698.0,2622.0,13.0,427.0,582.0,742.0,565.0,637.0,241.0,550.0,729.0,545.0,403.0,4993.0,11.0,28.0,13.0,46.0,125.0,5.0,12.0,14.0,0.0,18.0,501.0,516.0,0.0,11.0,0.857699805,PC_UNEMP,262.0
205011076,Drouin,vic,12865.0,2481.0,5503.0,3661.0,1023.0,19.0,258.0,467.0,230.0,313.0,167.0,120.0,279.0,404.0,150.0,90.0,2371.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,103.0,106.0,0.0,82.0,0.843971631,PC_RSTRESS,234.23,15850.0,3290.0,6715.0,4280.0,1323.0,22.0,503.0,520.0,351.0,374.0,284.0,165.0,307.0,464.0,231.0,110.0,3102.0,11.0,17.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,146.0,75.0,0.0,102.0,0.824053452,PC_RECRENTERS,285.41,19444.0,3733.0,8223.0,5605.0,1492.0,24.0,458.0,546.0,528.0,334.0,376.0,132.0,387.0,485.0,301.0,141.0,3491.0,13.0,8.0,3.0,17.0,6.0,3.0,6.0,26.0,0.0,10.0,150.0,85.0,0.0,144.0,0.820662768,PC_OLD,337.0
205011077,Mount Baw Baw Region,vic,6028.0,536.0,2904.0,1809.0,225.0,19.0,119.0,671.0,46.0,42.0,24.0,19.0,43.0,70.0,31.0,9.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,0.0,16.0,0.730496454,PC_INDGSTAT,172.42,6089.0,579.0,2891.0,1831.0,225.0,15.0,213.0,552.0,43.0,43.0,22.0,31.0,49.0,76.0,34.0,7.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,16.0,0.772828508,PC_UNEMP,216.46,6545.0,581.0,3103.0,2122.0,234.0,7.0,211.0,479.0,59.0,49.0,66.0,28.0,43.0,66.0,35.0,12.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,8.0,3.0,0.0,27.0,0.71539961,PC_UNEMP,262.0
205011078,Trafalgar (Vic.),vic,6806.0,1045.0,3151.0,2108.0,434.0,6.0,142.0,404.0,88.0,114.0,86.0,68.0,100.0,124.0,58.0,19.0,976.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,40.0,0.0,0.0,0.70212766,PC_RSTRESS,212.0,7437.0,1161.0,3342.0,2195.0,491.0,11.0,244.0,343.0,113.0,97.0,100.0,55.0,115.0,129.0,57.0,21.0,1092.0,3.0,3.0,0.0,7.0,0.0,3.0,0.0,5.0,0.0,0.0,48.0,30.0,0.0,3.0,0.710467706,PC_RECRENTERS,268.76,8203.0,1280.0,3662.0,2572.0,526.0,11.0,178.0,316.0,156.0,142.0,124.0,46.0,130.0,145.0,97.0,25.0,1183.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,10.0,7.0,0.0,61.0,34.0,0.0,0.0,0.840155945,PC_UNEMP,312.0
205011079,Warragul,vic,16516.0,3318.0,7197.0,4706.0,1380.0,29.0,290.0,696.0,305.0,402.0,237.0,153.0,348.0,424.0,201.0,59.0,3113.0,4.0,0.0,0.0,10.0,0.0,3.0,0.0,17.0,0.0,3.0,168.0,259.0,0.0,54.0,0.78250591,PC_RSTRESS,226.23,18277.0,3548.0,8049.0,5128.0,1447.0,31.0,534.0,789.0,354.0,434.0,291.0,184.0,330.0,430.0,257.0,85.0,3218.0,5.0,8.0,0.0,21.0,0.0,9.0,5.0,50.0,7.0,7.0,218.0,212.0,0.0,36.0,0.763919822,PC_RECRENTERS,272.07,22695.0,4356.0,9595.0,6529.0,1800.0,23.0,440.0,643.0,577.0,360.0,458.0,160.0,409.0,500.0,367.0,123.0,3924.0,9.0,14.0,11.0,19.0,18.0,5.0,4.0,67.0,4.0,4.0,277.0,216.0,0.0,52.0,0.748538012,PC_RECRENTERS,312.0
205021080,Alps - East,vic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
205021081,Bairnsdale,vic,13075.0,3494.0,6184.0,3583.0,1525.0,24.0,254.0,719.0,387.0,443.0,311.0,146.0,360.0,604.0,240.0,358.0,3280.0,4.0,3.0,8.0,3.0,5.0,3.0,0.0,5.0,0.0,0.0,183.0,409.0,0.0,67.0,0.964539007,PC_OLD,212.67,14411.0,3750.0,6821.0,3678.0,1602.0,23.0,702.0,731.0,417.0,405.0,401.0,177.0,376.0,559.0,323.0,366.0,3394.0,8.0,0.0,21.0,10.0,15.0,0.0,0.0,23.0,0.0,19.0,260.0,364.0,0.0,28.0,0.979955457,PC_INDGSTAT,259.86,15656.0,3970.0,7278.0,4350.0,1704.0,18.0,415.0,644.0,560.0,467.0,443.0,132.0,387.0,525.0,394.0,507.0,3508.0,8.0,14.0,5.0,24.0,16.0,5.0,5.0,23.0,0.0,29.0,333.0,351.0,0.0,26.0,0.980506823,PC_UNEMP,287.0
205021082,Bruthen - Omeo,vic,7123.0,744.0,3723.0,2365.0,328.0,19.0,160.0,768.0,64.0,54.0,51.0,30.0,55.0,125.0,31.0,27.0,717.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,5.0,77.0,0.839243499,PC_OLD,155.75,7552.0,814.0,3838.0,2445.0,324.0,19.0,264.0,712.0,43.0,58.0,73.0,23.0,63.0,104.0,49.0,49.0,740.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,13.0,0.0,7.0,46.0,23.0,0.0,94.0,0.928730512,PC_INDGSTAT,185.94,8185.0,676.0,4099.0,2737.0,296.0,7.0,282.0,705.0,69.0,62.0,62.0,12.0,48.0,77.0,36.0,44.0,577.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,8.0,0.0,0.0,84.0,15.0,3.0,80.0,0.847953216,PC_INDGSTAT,237.0
205021083,Lake King,vic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
205021084,Lakes Entrance,vic,9467.0,2066.0,5558.0,2739.0,905.0,20.0,258.0,1576.0,238.0,202.0,181.0,108.0,171.0,322.0,138.0,212.0,1947.0,4.0,3.0,3.0,8.0,4.0,3.0,0.0,9.0,0.0,0.0,85.0,157.0,7.0,177.0,0.945626478,PC_OLD,217.02,9808.0,1989.0,5837.0,2890.0,901.0,26.0,444.0,1527.0,260.0,179.0,246.0,96.0,183.0,277.0,165.0,146.0,1842.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,3.0,116.0,123.0,0.0,184.0,0.988864143,PC_INDGSTAT,243.79,11178.0,2076.0,6504.0,3560.0,970.0,14.0,420.0,1479.0,343.0,320.0,160.0,77.0,196.0,262.0,176.0,184.0,1898.0,5.0,0.0,12.0,19.0,6.0,0.0,7.0,16.0,0.0,5.0,108.0,146.0,0.0,184.0,0.978557505,PC_DISABILITY,262.0
205021085,Orbost,vic,6712.0,1237.0,4023.0,2110.0,544.0,29.0,151.0,1082.0,96.0,107.0,100.0,52.0,120.0,226.0,70.0,206.0,1194.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,112.0,0.0,29.0,0.983451537,PC_BHOUSE,145.5,6258.0,1040.0,4098.0,2035.0,487.0,27.0,303.0,1164.0,106.0,80.0,120.0,74.0,86.0,179.0,68.0,175.0,974.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,99.0,0.0,56.0,0.995545657,PC_RECRENTERS,173.38,6739.0,1054.0,4099.0,2218.0,520.0,12.0,355.0,918.0,136.0,156.0,84.0,30.0,80.0,167.0,85.0,177.0,982.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,13.0,48.0,117.0,0.0,95.0,1.0,PC_INDGSTAT,187.0
205021086,Paynesville,vic,5453.0,997.0,3338.0,1770.0,442.0,12.0,120.0,956.0,98.0,82.0,102.0,36.0,79.0,131.0,57.0,24.0,951.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,39.0,11.0,0.0,51.0,0.806146572,PC_OLD,220.38,5973.0,1097.0,3696.0,2025.0,490.0,14.0,190.0,945.0,118.0,91.0,123.0,33.0,89.0,157.0,95.0,51.0,1035.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,47.0,14.0,0.0,54.0,0.937639198,PC_INDGSTAT,274.69,6760.0,1040.0,4110.0,2552.0,494.0,10.0,133.0,901.0,171.0,178.0,85.0,26.0,74.0,123.0,80.0,30.0,971.0,0.0,4.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,47.0,15.0,0.0,41.0,0.931773879,PC_UNEMP,312.0
205031087,Foster,vic,8023.0,1141.0,6692.0,2635.0,512.0,27.0,207.0,3159.0,107.0,118.0,84.0,42.0,86.0,148.0,54.0,33.0,1105.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,43.0,0.0,40.0,0.711583924,PC_ENGLISH,170.82,8524.0,1155.0,6974.0,2761.0,549.0,35.0,443.0,3071.0,154.0,111.0,121.0,48.0,77.0,124.0,69.0,40.0,1081.0,3.0,3.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,55.0,59.0,0.0,41.0,0.777282851,PC_RESIPARKS,208.92,9516.0,1195.0,7607.0,3328.0,581.0,17.0,361.0,3214.0,180.0,150.0,115.0,30.0,77.0,130.0,78.0,37.0,1115.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,63.0,47.0,0.0,48.0,0.832358674,PC_RESIPARKS,262.0
205031088,French Island,vic,96.0,0.0,98.0,49.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,100.0,4.0,101.0,38.0,4.0,4.0,3.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,147.0,3.0,134.0,46.0,3.0,0.0,12.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575048733,PC_LONEPARENT,600.0
205031089,Korumburra,vic,8529.0,1267.0,3894.0,2581.0,505.0,24.0,175.0,523.0,102.0,142.0,91.0,54.0,134.0,192.0,65.0,16.0,1207.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,69.0,0.0,17.0,0.787234043,PC_OLD,212.24,8855.0,1360.0,4110.0,2624.0,549.0,16.0,265.0,574.0,119.0,130.0,115.0,58.0,139.0,178.0,101.0,38.0,1296.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,57.0,74.0,0.0,4.0,0.861915367,PC_RECRENTERS,234.24,9653.0,1197.0,4391.0,3056.0,521.0,4.0,235.0,499.0,183.0,150.0,99.0,45.0,110.0,150.0,108.0,46.0,1106.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,8.0,0.0,5.0,61.0,54.0,0.0,9.0,0.93957115,PC_BHOUSE,287.0
205031090,Leongatha,vic,10080.0,1726.0,4675.0,3055.0,721.0,24.0,188.0,601.0,130.0,239.0,108.0,54.0,156.0,202.0,87.0,28.0,1612.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,99.0,102.0,0.0,10.0,0.591016548,PC_ENGLISH,221.42,10652.0,1809.0,4920.0,3129.0,763.0,20.0,366.0,571.0,156.0,204.0,179.0,74.0,154.0,239.0,117.0,49.0,1678.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,8.0,94.0,86.0,0.0,3.0,0.788418708,PC_RECRENTERS,246.31,11368.0,1709.0,5231.0,3587.0,785.0,17.0,285.0,482.0,253.0,252.0,145.0,51.0,153.0,207.0,157.0,30.0,1591.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,92.0,98.0,0.0,16.0,0.916179337,PC_RESIPARKS,262.0
205031091,Phillip Island,vic,9299.0,2197.0,10592.0,2677.0,977.0,25.0,290.0,6557.0,242.0,204.0,171.0,100.0,186.0,223.0,89.0,26.0,2067.0,4.0,3.0,0.0,0.0,4.0,6.0,3.0,4.0,0.0,0.0,106.0,45.0,23.0,42.0,0.546099291,PC_UNEMP,250.82,10183.0,2273.0,11261.0,3027.0,1010.0,26.0,364.0,6753.0,317.0,192.0,229.0,112.0,222.0,202.0,131.0,50.0,2089.0,17.0,3.0,9.0,19.0,0.0,3.0,0.0,6.0,0.0,4.0,123.0,49.0,0.0,25.0,0.70155902,PC_DISABILITY,279.55,13670.0,2908.0,12589.0,4299.0,1261.0,15.0,453.0,6430.0,505.0,302.0,200.0,80.0,230.0,263.0,186.0,94.0,2611.0,16.0,0.0,9.0,35.0,12.0,11.0,3.0,21.0,5.0,0.0,185.0,51.0,0.0,22.0,0.787524366,PC_LONEPARENT,337.0
205031092,Wilsons Promontory,vic,11.0,11.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34751773,PC_ENGLISH,62.25,28.0,21.0,18.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,33.75,21.0,17.0,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,6.0,0.927875244,PC_RESIPARKS,
205031093,Wonthaggi - Inverloch,vic,20270.0,5051.0,13495.0,5809.0,2300.0,49.0,595.0,4572.0,466.0,465.0,417.0,168.0,358.0,659.0,278.0,97.0,4656.0,10.0,16.0,3.0,9.0,0.0,6.0,0.0,4.0,0.0,4.0,343.0,244.0,0.0,136.0,0.758865248,PC_OLD,266.22,21743.0,4946.0,14471.0,6542.0,2215.0,50.0,814.0,4699.0,674.0,447.0,568.0,268.0,451.0,648.0,363.0,86.0,4561.0,4.0,3.0,11.0,6.0,0.0,0.0,0.0,24.0,0.0,4.0,333.0,261.0,7.0,213.0,0.857461024,PC_OLD,260.62,26561.0,4991.0,16303.0,8657.0,2265.0,29.0,738.0,4431.0,875.0,663.0,430.0,144.0,450.0,601.0,443.0,132.0,4614.0,18.0,10.0,3.0,18.0,0.0,0.0,0.0,17.0,0.0,4.0,307.0,269.0,0.0,215.0,0.904483431,PC_ENGLISH,312.0
205041094,Churchill,vic,11120.0,1731.0,4612.0,3220.0,643.0,17.0,213.0,460.0,129.0,273.0,65.0,124.0,182.0,232.0,158.0,54.0,1547.0,4.0,3.0,0.0,0.0,6.0,0.0,0.0,32.0,0.0,0.0,139.0,174.0,0.0,0.0,0.825059102,PC_UNEMP,176.54,11114.0,1735.0,4879.0,3228.0,690.0,11.0,401.0,498.0,187.0,251.0,78.0,147.0,200.0,211.0,142.0,65.0,1597.0,0.0,4.0,3.0,0.0,3.0,0.0,5.0,17.0,0.0,4.0,102.0,141.0,0.0,0.0,0.743875278,PC_UNEMP,218.79,11723.0,1771.0,5125.0,3605.0,750.0,8.0,297.0,410.0,235.0,149.0,199.0,85.0,214.0,240.0,180.0,87.0,1677.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,80.0,143.0,0.0,0.0,0.933723197,PC_RESIPARKS,237.0
205041095,Moe - Newborough,vic,16239.0,4035.0,7939.0,4585.0,1892.0,36.0,421.0,900.0,456.0,540.0,455.0,319.0,485.0,779.0,318.0,157.0,3732.0,3.0,22.0,0.0,0.0,5.0,0.0,0.0,16.0,5.0,5.0,247.0,583.0,4.0,33.0,0.971631206,PC_UNEMP,163.19,16200.0,4221.0,8240.0,4497.0,1993.0,29.0,631.0,1029.0,569.0,550.0,526.0,393.0,505.0,750.0,414.0,199.0,3901.0,3.0,23.0,5.0,10.0,0.0,0.0,0.0,8.0,5.0,12.0,254.0,526.0,0.0,24.0,0.9844098,PC_UNEMP,190.85,17092.0,4371.0,8547.0,4863.0,2144.0,22.0,635.0,765.0,792.0,625.0,417.0,271.0,501.0,803.0,553.0,277.0,4016.0,3.0,10.0,0.0,4.0,6.0,5.0,0.0,22.0,21.0,27.0,257.0,539.0,5.0,62.0,0.976608187,PC_UNEMP,212.0
205041096,Morwell,vic,13820.0,4160.0,6782.0,3612.0,1842.0,23.0,432.0,797.0,481.0,652.0,335.0,384.0,506.0,785.0,355.0,266.0,3666.0,6.0,67.0,8.0,3.0,4.0,0.0,0.0,32.0,3.0,10.0,361.0,463.0,6.0,8.0,0.95035461,PC_UNEMP,170.04,13692.0,4069.0,7007.0,3485.0,1852.0,20.0,707.0,883.0,569.0,565.0,375.0,389.0,481.0,692.0,433.0,232.0,3614.0,5.0,55.0,6.0,12.0,0.0,0.0,0.0,32.0,0.0,26.0,319.0,411.0,35.0,0.0,0.959910913,PC_UNEMP,197.88,14484.0,4468.0,7078.0,3656.0,1993.0,15.0,688.0,667.0,698.0,451.0,554.0,307.0,476.0,744.0,531.0,269.0,3908.0,6.0,28.0,14.0,17.0,8.0,3.0,0.0,12.0,0.0,29.0,443.0,365.0,6.0,42.0,0.869395712,PC_UNEMP,212.0
205041097,Traralgon,vic,25419.0,5802.0,11246.0,6896.0,2512.0,36.0,665.0,1017.0,521.0,798.0,380.0,337.0,528.0,731.0,315.0,166.0,5167.0,10.0,25.0,22.0,13.0,17.0,23.0,4.0,30.0,0.0,23.0,468.0,437.0,0.0,107.0,0.659574468,PC_UNEMP,225.06,26443.0,6079.0,12090.0,7079.0,2660.0,32.0,933.0,1295.0,611.0,822.0,425.0,399.0,565.0,681.0,381.0,172.0,5442.0,17.0,32.0,25.0,6.0,12.0,20.0,13.0,32.0,3.0,17.0,460.0,367.0,0.0,93.0,0.672605791,PC_UNEMP,263.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
