sa2_code,sa2_name_x,state_x,total_persons_2011,total_renters_2011,total_dwellings_2011,own_occ_2011,rented_2011,other_tenure_2011,tenure not stated_2011,tenure n_a_2011,rent_stress_2011,young_2011,older_2011,unemployed_2011,single_parent_2011,low_ed_2011,assist_2011,indig_2011,english_2011,spanish_2011,arabic_2011,hindi_2011,punjabi_2011,vietnamese_2011,japanese_2011,korean_2011,mandarin_2011,samoan_2011,tagalog_2011,all_other_lang_2011,public_community_2011,boardinghouse_2011,residential_park_2011,rvi_2011,hcv_2011,11_m_rent_common,total_persons_2016,total_renters_2016,total_dwellings_2016,own_occ_2016,rented_2016,other_tenure_2016,tenure not stated_2016,tenure n_a_2016,rent_stress_2016,young_2016,older_2016,unemployed_2016,single_parent_2016,low_ed_2016,assist_2016,indig_2016,english_2016,spanish_2016,arabic_2016,hindi_2016,punjabi_2016,vietnamese_2016,japanese_2016,korean_2016,mandarin_2016,samoan_2016,tagalog_2016,all_other_lang_2016,public_community_2016,boardinghouse_2016,residential_park_2016,rvi_2016,hcv_2016,16_m_rent_common,total_persons_2021,total_renters_2021,total_dwellings_2021,own_occ_2021,rented_2021,other_tenure_2021,tenure not stated_2021,tenure n_a_2021,rent_stress_2021,young_2021,older_2021,unemployed_2021,single_parent_2021,low_ed_2021,assist_2021,indig_2021,english_2021,spanish_2021,arabic_2021,hindi_2021,punjabi_2021,vietnamese_2021,japanese_2021,korean_2021,mandarin_2021,samoan_2021,tagalog_2021,all_other_lang_2021,public_community_2021,boardinghouse_2021,residential_park_2021,rvi_2021,hcv_2021,21_m_rent_common
101011001,Goulburn,nsw,21895.0,5829.0,9502.0,5429.0,2559.0,30.0,414.0,953.0,579.0,703.0,550.0,304.0,632.0,964.0,346.0,265.0,5467.0,3.0,14.0,17.0,3.0,7.0,0.0,11.0,18.0,0.0,3.0,286.0,619.0,16.0,112.0,0.770873786,PC_RECRENTERS,211.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101011002,Goulburn Region,nsw,11339.0,1483.0,6260.0,3559.0,618.0,37.0,233.0,1638.0,86.0,140.0,129.0,65.0,108.0,191.0,70.0,42.0,1436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,37.0,0.0,3.0,0.47961165,PC_RECRENTERS,179.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101011003,Yass,nsw,6267.0,1295.0,2612.0,1654.0,528.0,14.0,146.0,225.0,47.0,189.0,128.0,38.0,98.0,167.0,54.0,112.0,1229.0,8.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,46.0,111.0,0.0,35.0,0.409708738,PC_RECRENTERS,264.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101011004,Yass Region,nsw,10232.0,1161.0,4390.0,2950.0,459.0,22.0,191.0,644.0,48.0,97.0,41.0,26.0,54.0,94.0,29.0,30.0,1132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,11.0,0.12038835,PC_UNEMP,235.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101011005,Young,nsw,10132.0,2502.0,4514.0,2595.0,1071.0,24.0,255.0,508.0,275.0,318.0,222.0,137.0,268.0,418.0,157.0,211.0,2380.0,6.0,27.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,6.0,72.0,149.0,0.0,16.0,0.695145631,PC_OLD,204.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101011006,Young Region,nsw,7144.0,1176.0,3815.0,2192.0,491.0,31.0,155.0,772.0,70.0,107.0,94.0,54.0,108.0,158.0,75.0,72.0,1115.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,39.0,37.0,0.0,15.0,0.545631068,PC_OLD,144.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101021007,Braidwood,nsw,3260.0,554.0,1972.0,1028.0,220.0,8.0,96.0,580.0,32.0,36.0,44.0,17.0,39.0,60.0,14.0,17.0,518.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,0.0,3.0,0.289320388,PC_UNEMP,221.88,3793.0,555.0,2297.0,1159.0,232.0,7.0,236.0,623.0,58.0,40.0,58.0,19.0,44.0,60.0,30.0,18.0,497.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,9.0,31.0,12.0,0.0,0.0,0.515260323,PC_RECRENTERS,280.75,4418.0,605.0,2778.0,1463.0,262.0,7.0,167.0,827.0,67.0,41.0,42.0,23.0,39.0,45.0,27.0,40.0,562.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,3.0,0.0,3.0,0.412140575,PC_OLD,
101021008,Karabar,nsw,8615.0,2399.0,3435.0,2052.0,929.0,10.0,216.0,192.0,146.0,242.0,109.0,79.0,269.0,332.0,119.0,324.0,2118.0,11.0,18.0,16.0,3.0,0.0,0.0,0.0,3.0,51.0,5.0,174.0,361.0,0.0,43.0,0.662135922,PC_UNEMP,313.76,8204.0,2275.0,3387.0,1989.0,873.0,4.0,206.0,283.0,164.0,228.0,144.0,97.0,236.0,293.0,147.0,322.0,1957.0,9.0,5.0,8.0,14.0,3.0,0.0,0.0,7.0,15.0,18.0,239.0,339.0,0.0,0.0,0.748653501,PC_RECRENTERS,332.13,8419.0,2262.0,3451.0,2136.0,895.0,4.0,216.0,180.0,255.0,176.0,236.0,89.0,229.0,265.0,154.0,377.0,1845.0,3.0,16.0,5.0,63.0,3.0,0.0,0.0,13.0,18.0,9.0,287.0,329.0,0.0,23.0,0.787539936,PC_OLD,362.0
101021009,Queanbeyan,nsw,10449.0,3459.0,5184.0,2513.0,1709.0,36.0,361.0,496.0,266.0,496.0,203.0,110.0,202.0,344.0,133.0,154.0,2650.0,15.0,19.0,33.0,72.0,14.0,9.0,14.0,36.0,12.0,34.0,551.0,202.0,0.0,32.0,0.229126214,PC_UNEMP,299.04,10924.0,4077.0,5652.0,2356.0,2076.0,21.0,514.0,615.0,419.0,513.0,203.0,180.0,248.0,318.0,136.0,175.0,2866.0,18.0,45.0,61.0,170.0,24.0,9.0,12.0,28.0,26.0,62.0,756.0,191.0,0.0,32.0,0.245960503,PC_RECRENTERS,305.16,11364.0,4424.0,5710.0,2674.0,2140.0,19.0,281.0,523.0,575.0,255.0,408.0,154.0,229.0,267.0,192.0,209.0,2865.0,14.0,47.0,41.0,276.0,16.0,5.0,7.0,24.0,9.0,66.0,1054.0,214.0,0.0,9.0,0.28115016,PC_OLD,337.0
101021010,Queanbeyan - East,nsw,4771.0,1679.0,2371.0,1112.0,848.0,6.0,142.0,241.0,115.0,227.0,81.0,46.0,91.0,141.0,41.0,74.0,1209.0,10.0,12.0,40.0,56.0,12.0,0.0,3.0,11.0,0.0,22.0,304.0,80.0,0.0,0.0,0.141747573,PC_UNEMP,287.47,4868.0,1874.0,2458.0,1058.0,923.0,0.0,160.0,298.0,156.0,241.0,69.0,93.0,104.0,113.0,80.0,108.0,1259.0,12.0,24.0,39.0,102.0,11.0,0.0,3.0,19.0,6.0,17.0,382.0,67.0,0.0,0.0,0.228007181,PC_RECRENTERS,290.41,5113.0,1998.0,2589.0,1237.0,1004.0,0.0,106.0,213.0,255.0,90.0,196.0,60.0,117.0,114.0,87.0,97.0,1403.0,14.0,25.0,33.0,101.0,0.0,0.0,6.0,9.0,8.0,15.0,384.0,91.0,0.0,0.0,0.268370607,PC_OLD,312.0
101021011,Queanbeyan Region,nsw,14389.0,1307.0,5321.0,3916.0,483.0,22.0,312.0,500.0,48.0,153.0,49.0,20.0,58.0,105.0,24.0,31.0,1240.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,7.0,0.0,145.0,0.073786408,PC_UNEMP,333.93,17546.0,1601.0,6295.0,4548.0,574.0,22.0,550.0,536.0,87.0,124.0,56.0,45.0,74.0,86.0,39.0,69.0,1488.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,3.0,0.0,48.0,0.116696589,PC_RECRENTERS,416.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101021012,Queanbeyan West - Jerrabomberra,nsw,12486.0,2893.0,4502.0,3046.0,1025.0,12.0,134.0,265.0,90.0,292.0,60.0,58.0,154.0,169.0,54.0,161.0,2607.0,9.0,11.0,10.0,4.0,8.0,0.0,3.0,9.0,7.0,14.0,211.0,135.0,0.0,0.0,0.06407767,PC_UNEMP,359.66,12389.0,2928.0,4616.0,3042.0,1017.0,14.0,187.0,334.0,101.0,236.0,92.0,91.0,165.0,173.0,78.0,178.0,2643.0,12.0,6.0,11.0,30.0,0.0,0.0,0.0,12.0,0.0,15.0,199.0,111.0,0.0,0.0,0.192100539,PC_RECRENTERS,392.9,12634.0,2776.0,4624.0,3281.0,998.0,4.0,142.0,181.0,181.0,114.0,194.0,48.0,198.0,136.0,107.0,166.0,2399.0,9.0,9.0,15.0,28.0,5.0,0.0,0.0,26.0,5.0,18.0,262.0,107.0,0.0,0.0,0.343450479,PC_OLD,437.0
101021610,Googong,nsw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6171.0,1233.0,2091.0,1507.0,398.0,0.0,72.0,105.0,50.0,24.0,77.0,23.0,50.0,42.0,47.0,47.0,1118.0,6.0,9.0,6.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,77.0,9.0,0.0,0.0,0.135782748,PC_OLD,537.0
101021611,Queanbeyan Surrounds,nsw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16426.0,1482.0,6105.0,4755.0,539.0,13.0,279.0,445.0,122.0,70.0,118.0,28.0,78.0,90.0,55.0,91.0,1383.0,14.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,22.0,0.297124601,PC_OLD,487.0
101031013,Bombala,nsw,2383.0,401.0,1405.0,770.0,175.0,4.0,50.0,363.0,11.0,37.0,23.0,9.0,31.0,62.0,23.0,15.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.388349515,PC_UNEMP,138.79,2344.0,423.0,1324.0,714.0,172.0,6.0,86.0,301.0,7.0,51.0,15.0,10.0,26.0,47.0,13.0,20.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,19.0,0.0,3.0,0.238779174,PC_YOUNG,172.71,2471.0,406.0,1408.0,750.0,189.0,9.0,99.0,310.0,25.0,38.0,29.0,11.0,33.0,52.0,17.0,20.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,14.0,0.0,0.0,0.468051118,PC_RECRENTERS,187.0
101031014,Cooma,nsw,6800.0,1667.0,3272.0,1819.0,779.0,15.0,144.0,474.0,201.0,214.0,124.0,96.0,153.0,235.0,110.0,106.0,1519.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,130.0,123.0,0.0,7.0,0.67184466,PC_UNEMP,200.32,6624.0,1755.0,3308.0,1756.0,800.0,5.0,274.0,424.0,194.0,222.0,169.0,88.0,161.0,223.0,133.0,114.0,1594.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0,12.0,0.0,6.0,132.0,101.0,0.0,15.0,0.617594255,PC_RECRENTERS,243.1,6896.0,1859.0,3396.0,1848.0,858.0,10.0,154.0,457.0,277.0,152.0,183.0,65.0,132.0,170.0,133.0,133.0,1531.0,23.0,7.0,12.0,10.0,8.0,5.0,7.0,14.0,0.0,11.0,231.0,98.0,0.0,22.0,0.522364217,PC_RECRENTERS,287.0
101031015,Cooma Region,nsw,3574.0,397.0,2030.0,1044.0,144.0,11.0,72.0,712.0,16.0,50.0,20.0,12.0,25.0,41.0,20.0,6.0,374.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,50.0,21.0,0.172815534,PC_UNEMP,173.25,3596.0,354.0,1985.0,1062.0,134.0,10.0,145.0,586.0,0.0,29.0,11.0,6.0,16.0,30.0,23.0,14.0,327.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,38.0,12.0,0.197486535,PC_RECRENTERS,186.26,3571.0,337.0,1887.0,1122.0,148.0,5.0,147.0,417.0,18.0,28.0,28.0,6.0,16.0,35.0,12.0,18.0,304.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,11.0,0.445686901,PC_RECRENTERS,287.0
101031016,Jindabyne - Berridale,nsw,17707.0,2279.0,4667.0,1530.0,762.0,44.0,911.0,1363.0,107.0,580.0,60.0,30.0,69.0,91.0,33.0,36.0,2041.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,22.0,3.0,145.0,0.052427184,PC_YOUNG,321.09,19959.0,2747.0,5103.0,1770.0,941.0,65.0,754.0,1478.0,157.0,606.0,82.0,33.0,67.0,90.0,53.0,43.0,2375.0,7.0,5.0,5.0,0.0,0.0,5.0,4.0,22.0,0.0,4.0,320.0,18.0,0.0,167.0,0.091561939,PC_YOUNG,367.0,13626.0,3147.0,5207.0,2082.0,1120.0,23.0,250.0,1629.0,244.0,162.0,655.0,59.0,83.0,97.0,47.0,58.0,2813.0,52.0,4.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,0.0,215.0,18.0,0.0,121.0,0.142172524,PC_RECRENTERS,412.0
101041017,Batemans Bay,nsw,7534.0,2314.0,4320.0,1925.0,941.0,23.0,225.0,1149.0,265.0,219.0,179.0,127.0,192.0,304.0,148.0,319.0,2202.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,100.0,185.0,0.0,77.0,0.706796117,PC_DISABILITY,251.2,7738.0,2368.0,4641.0,1985.0,973.0,27.0,324.0,1285.0,304.0,220.0,268.0,144.0,212.0,343.0,186.0,443.0,2235.0,5.0,8.0,3.0,5.0,0.0,0.0,6.0,4.0,0.0,3.0,99.0,216.0,0.0,94.0,0.894075404,PC_RECRENTERS,290.98,8705.0,2599.0,4877.0,2324.0,1102.0,11.0,247.0,1102.0,442.0,287.0,225.0,80.0,229.0,287.0,194.0,466.0,2368.0,10.0,0.0,3.0,9.0,4.0,6.0,4.0,9.0,0.0,4.0,182.0,188.0,0.0,94.0,0.784345048,PC_OLD,337.0
101041018,Batemans Bay - South,nsw,8164.0,2243.0,5509.0,2245.0,891.0,12.0,302.0,2020.0,268.0,198.0,217.0,124.0,224.0,291.0,145.0,214.0,2127.0,8.0,4.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,91.0,79.0,3.0,87.0,0.753398058,PC_DISABILITY,271.4,8231.0,2115.0,5807.0,2384.0,881.0,16.0,303.0,2196.0,270.0,210.0,247.0,122.0,208.0,279.0,171.0,250.0,1997.0,6.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,97.0,79.0,0.0,60.0,0.816876122,PC_RECRENTERS,308.45,9107.0,2319.0,5870.0,2763.0,988.0,10.0,250.0,1810.0,399.0,296.0,200.0,70.0,206.0,266.0,167.0,349.0,2098.0,11.0,0.0,0.0,17.0,3.0,0.0,0.0,10.0,0.0,7.0,173.0,97.0,0.0,70.0,0.769968051,PC_OLD,362.0
101041019,Bega - Tathra,nsw,7987.0,1926.0,3804.0,2202.0,834.0,16.0,178.0,512.0,196.0,204.0,139.0,88.0,184.0,272.0,118.0,205.0,1828.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,84.0,195.0,0.0,63.0,0.66407767,PC_UNEMP,217.89,8343.0,2016.0,3989.0,2259.0,888.0,23.0,324.0,450.0,237.0,204.0,174.0,84.0,196.0,246.0,123.0,199.0,1893.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,15.0,98.0,183.0,0.0,72.0,0.676840215,PC_RECRENTERS,290.45,8971.0,2160.0,4282.0,2538.0,960.0,8.0,221.0,485.0,327.0,233.0,210.0,62.0,210.0,247.0,188.0,236.0,1960.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,4.0,171.0,168.0,0.0,62.0,0.795527157,PC_RECRENTERS,312.0
101041020,Bega-Eden Hinterland,nsw,8476.0,1057.0,4252.0,2756.0,409.0,20.0,208.0,778.0,67.0,91.0,77.0,49.0,91.0,114.0,59.0,57.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,0.0,3.0,0.460194175,PC_UNEMP,183.43,8532.0,891.0,4398.0,2867.0,374.0,37.0,312.0,714.0,102.0,71.0,73.0,49.0,66.0,109.0,58.0,52.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,5.0,0.662477558,PC_RECRENTERS,223.89,9507.0,1036.0,4610.0,3184.0,408.0,19.0,312.0,582.0,129.0,84.0,71.0,19.0,75.0,91.0,67.0,92.0,999.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0,18.0,0.539936102,PC_RECRENTERS,262.0
101041021,Broulee - Tomakin,nsw,2836.0,655.0,2158.0,807.0,279.0,19.0,78.0,936.0,63.0,53.0,55.0,33.0,70.0,78.0,27.0,50.0,634.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,59.0,0.642718447,PC_RSTRESS,242.97,3279.0,647.0,2349.0,945.0,265.0,7.0,145.0,921.0,53.0,57.0,80.0,17.0,55.0,75.0,25.0,56.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,0.0,78.0,0.57989228,PC_RECRENTERS,289.27,3880.0,767.0,2600.0,1161.0,315.0,12.0,99.0,930.0,93.0,85.0,58.0,22.0,51.0,71.0,35.0,74.0,730.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,0.0,86.0,0.597444089,PC_OLD,387.0
101041022,Deua - Wadbilliga,nsw,48.0,0.0,57.0,19.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20.0,0.0,17.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,31.0,0.0,20.0,12.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
101041023,Eden,nsw,3230.0,1053.0,1612.0,818.0,455.0,4.0,48.0,261.0,116.0,97.0,80.0,64.0,121.0,195.0,57.0,198.0,999.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,44.0,136.0,0.0,66.0,0.94368932,PC_UNEMP,215.12,3215.0,951.0,1621.0,813.0,423.0,5.0,141.0,228.0,139.0,90.0,113.0,52.0,95.0,156.0,60.0,171.0,897.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,44.0,115.0,0.0,70.0,0.953321364,PC_RECRENTERS,262.0,3492.0,974.0,1777.0,920.0,432.0,7.0,122.0,260.0,172.0,139.0,71.0,44.0,96.0,146.0,70.0,223.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,55.0,110.0,0.0,59.0,0.979233227,PC_RECRENTERS,287.0
101041024,Eurobodalla Hinterland,nsw,3151.0,480.0,2019.0,988.0,198.0,17.0,84.0,686.0,34.0,22.0,33.0,25.0,39.0,84.0,25.0,118.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,0.0,43.0,0.778640777,PC_RSTRESS,167.15,3363.0,465.0,2026.0,1040.0,181.0,19.0,125.0,615.0,26.0,48.0,20.0,30.0,39.0,57.0,27.0,125.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,30.0,0.737881508,PC_RECRENTERS,199.5,3558.0,417.0,2097.0,1122.0,185.0,10.0,163.0,566.0,57.0,52.0,29.0,14.0,24.0,53.0,27.0,87.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,0.0,54.0,0.837060703,PC_OLD,312.0
101041025,Merimbula - Tura Beach,nsw,10359.0,2336.0,5610.0,2940.0,1037.0,38.0,242.0,1287.0,272.0,235.0,259.0,104.0,201.0,272.0,115.0,87.0,2241.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,87.0,82.0,0.0,117.0,0.553398058,PC_UNEMP,249.14,10852.0,2261.0,5955.0,3212.0,1015.0,31.0,384.0,1238.0,283.0,222.0,282.0,95.0,206.0,217.0,125.0,102.0,2104.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,3.0,5.0,125.0,72.0,0.0,140.0,0.594254937,PC_RECRENTERS,297.21,11721.0,2420.0,6487.0,3719.0,1116.0,18.0,253.0,1254.0,423.0,249.0,234.0,70.0,162.0,219.0,128.0,119.0,2229.0,10.0,0.0,5.0,7.0,3.0,6.0,3.0,7.0,4.0,15.0,131.0,71.0,0.0,120.0,0.514376997,PC_RECRENTERS,362.0
101041026,Moruya - Tuross Head,nsw,7394.0,1668.0,4471.0,2336.0,718.0,18.0,135.0,1212.0,209.0,141.0,147.0,98.0,171.0,290.0,120.0,281.0,1619.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,143.0,0.0,39.0,0.889320388,PC_RSTRESS,225.12,7802.0,1640.0,4667.0,2499.0,726.0,18.0,268.0,1096.0,250.0,164.0,165.0,62.0,147.0,256.0,136.0,212.0,1546.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,84.0,128.0,0.0,61.0,0.834829443,PC_RECRENTERS,274.27,8690.0,1545.0,4988.0,2858.0,704.0,10.0,340.0,1022.0,265.0,181.0,128.0,43.0,126.0,204.0,135.0,214.0,1472.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,0.0,89.0,0.838658147,PC_OLD,312.0
101041027,Narooma - Bermagui,nsw,8615.0,1908.0,5657.0,2709.0,839.0,25.0,277.0,1729.0,231.0,156.0,218.0,98.0,155.0,285.0,129.0,299.0,1825.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,122.0,0.0,169.0,0.788349515,PC_UNEMP,216.71,8914.0,1809.0,5708.0,2880.0,831.0,32.0,388.0,1503.0,264.0,146.0,273.0,75.0,136.0,262.0,134.0,294.0,1682.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,114.0,0.0,157.0,0.867145422,PC_RECRENTERS,246.84,10093.0,1937.0,6035.0,3316.0,898.0,13.0,346.0,1384.0,379.0,335.0,128.0,51.0,129.0,217.0,136.0,302.0,1743.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,5.0,170.0,134.0,0.0,194.0,0.888178914,PC_RECRENTERS,312.0
101051539,Goulburn,nsw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23211.0,6532.0,10170.0,5465.0,2773.0,33.0,669.0,1108.0,755.0,667.0,636.0,366.0,627.0,900.0,418.0,449.0,5927.0,20.0,15.0,16.0,17.0,0.0,4.0,33.0,18.0,6.0,18.0,458.0,611.0,0.0,98.0,0.757630162,PC_DISABILITY,282.42,25022.0,7295.0,10937.0,6051.0,3226.0,18.0,547.0,943.0,1085.0,758.0,784.0,301.0,661.0,850.0,520.0,600.0,6369.0,16.0,29.0,30.0,41.0,3.0,3.0,29.0,67.0,8.0,45.0,655.0,633.0,3.0,61.0,0.674121406,PC_DISABILITY,312.0
101051540,Goulburn Region,nsw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12459.0,1578.0,6829.0,3737.0,613.0,40.0,481.0,1797.0,134.0,131.0,147.0,55.0,116.0,189.0,91.0,99.0,1517.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,34.0,0.0,6.0,0.49551167,PC_UNEMP,230.47,13900.0,1669.0,7223.0,4259.0,645.0,14.0,505.0,1612.0,180.0,153.0,143.0,57.0,108.0,179.0,114.0,150.0,1560.0,10.0,4.0,3.0,12.0,0.0,0.0,3.0,4.0,0.0,0.0,73.0,25.0,0.0,15.0,0.642172524,PC_UNEMP,312.0
101061541,Yass,nsw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6465.0,1370.0,2765.0,1722.0,551.0,16.0,180.0,258.0,125.0,158.0,107.0,42.0,108.0,158.0,77.0,145.0,1294.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,70.0,97.0,0.0,15.0,0.481149013,PC_OLD,321.67,6907.0,1481.0,2902.0,1852.0,637.0,3.0,137.0,228.0,180.0,123.0,137.0,35.0,118.0,150.0,117.0,176.0,1341.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,10.0,109.0,126.0,0.0,16.0,0.71086262,PC_UNEMP,337.0
101061542,Yass Region,nsw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11322.0,1156.0,4714.0,3237.0,466.0,33.0,271.0,584.0,69.0,98.0,47.0,21.0,58.0,90.0,40.0,43.0,1096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,15.0,0.0,23.0,0.163375224,PC_OLD,280.49,12611.0,1148.0,4928.0,3609.0,434.0,16.0,261.0,468.0,83.0,77.0,88.0,22.0,50.0,98.0,42.0,28.0,1083.0,8.0,7.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,41.0,0.0,0.0,33.0,0.335463259,PC_UNEMP,412.0
101061543,Young,nsw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10478.0,2768.0,4704.0,2620.0,1160.0,18.0,342.0,509.0,327.0,321.0,276.0,167.0,265.0,376.0,165.0,271.0,2545.0,0.0,36.0,7.0,14.0,0.0,0.0,0.0,6.0,0.0,11.0,149.0,147.0,0.0,22.0,0.703770197,PC_RECRENTERS,243.71,10970.0,2886.0,4930.0,2843.0,1231.0,17.0,308.0,471.0,408.0,327.0,277.0,125.0,284.0,389.0,246.0,315.0,2486.0,0.0,76.0,7.0,28.0,13.0,0.0,0.0,49.0,9.0,17.0,201.0,144.0,0.0,18.0,0.808306709,PC_RECRENTERS,262.0
